full_text,sentimen
mafia subsidi kroni,Negatif
mafia,Negatif
subsidi kendara listrik promosi kenal kendara energi produk negara nuansa kualitas polusi industri kelas internasional,Positif
mafia subsidi,Negatif
ngomong patah patah panik malam tidur,Negatif
pengaruh influencer,Negatif
subsidi kendara listrik masyarakat,Positif
srategi perintah kasih subsidi kendara listrik negara pabrik kendara listrik kompetitif lapang negara pabrik subsidi kendara listrik pancing pabrik ratus lapang saing subsidi pabrik lapang masyarakat,Positif
pupuk subsidi tani sulit beli kendara subsidi,Negatif
mafia migas rusuh kendara listrik polusi program panas neraka warganet tolak suruan mafia migas mikir pelihara wajar mafia migas ngamuk kendara listrik situ lahan mafia migas subsidi mikir rakyat tolak subsidi kendara listrik,Positif
kelompok berobah mudah subsidi electric vehicle sasar survei,Negatif
narasumber jawab konteks news subsidi motor listrik jawab kembang industri motor listrik narasumber jawab subsidi kendara listrik motor listrik kendara listrik program otomotif minyak tip,Positif
parah miskin motor kendara listrik pakai motor murah,Negatif
stok beras gegabah subsidi kendara listrik masyarakat,Negatif
kendara listrik subsidi motor listrik saha subsidi rakyat mayoritas,Negatif
selamat jebak kesal pilih pecah beranta,Negatif
generalisir kendara listrik subsidi motor listrik warga pilih sepeda motor murah minim,Positif
maintain kendara listrik mahal lipat beli mobil,Negatif
salh survei pakai warga warga,Positif
kendara listrik global warming mari lingkung sejahtera kelak panas,Positif
subsidi kendara listrik pikir global sedot produk setrum pln beli motor kendara listrik pakai mahal kendara kritik tolak bem senyap,Netral
subsidi kendara listrik subsidi motor listrik rakyat miskin,Netral
subsidi masyarakat kendara,Positif
subsidi kendara listrik electric vehicle selamat industri kendara listrik komunis pribumi pilih barang murah rugi mocin rakus rugi subsidi pakai apbn pribumi mikir nalar raja negara negara merdeka,Positif
,Netral
mobil subsidi garasi subsidi kendara garasi,Negatif
gila subsidi,Negatif
minyak tanah motor matic motor pakai gigi beli metik panbel cepat metik laris komentar motor kendara listrik pikir kaget terima,Positif
subsidi kendara listrik pln salur plosok plosok kendara listrik,Negatif
tolak beli subsidi,Positif
subsidi sinting tahi,Negatif
masyarakat paksa ganti stb tonton,Netral
masif produk kendara listrik jangkau kalang impor kendara konvensional subsidi subsidi kendara listrik mahal salah subsidi kalang timbang sayang negara nikmat mending subsidi kasih tani ternak beli kendara listrik,Netral
subsidi kendara listrik silah makan subsidi,Negatif
tolak subsidi kendara listrik,Negatif
proyek akal,Negatif
subsidi listrik rakyat beli spd motor bensin,Negatif
perintah poromosi kendara listrik nambah repot masyarakat subsidi pupuk migas mobil lestrik,Negatif
survei pikir pakai kendara listrik,Positif
terima kendara listrik wajar electric vehicle subsidi subsidi pajak tenaga listrik pakai setrika zaman setrika setrika ganti setrika listrik mudah cepat murah,Positif
beli kendara listrik oknum,Negatif
subsidi rakyat tolak mantap,Negatif
perintah kendara listrik mahal pakai layan mahal logika pikir kendara wuling electric vehicle kendara bensin segitu kendara bawa masyarakat kendara kendara listrik beli kalang kendara seko,Negatif
subsidi kendara listrik,Negatif
subsidi tani singkong sayur mayur tani puruk tani makmur negara makmur,Negatif
mudah subsidi maju negara pupuk subsidi perintah subsidi kendara listrik fosil kasbon,Positif
pro rakyat pro moneter,Negatif
subsidi kendara mobil pribadi adalah sungguh,Negatif
paksa masyarakat cepat,Negatif
sepakat kendara listrik subsidi pandang,Negatif
subsidi listrik program gila,Negatif
kendara listrik maju solar kapal nelayan,Positif
kendara subsidi gilir minyak,Negatif
program kendara listrik merek produk impor subsidi,Negatif
lucu perintah suruh sales kendara listrik pabrik negara produk lucu,Negatif
kendara listrik nikmat,Negatif
subsidi kendara listrik modal istana,Negatif
kendara listrik transportasi kendara listrik subsidi nikmat,Netral
subsidi kendara listrik subsidi,Negatif
beli kendara listrik subsidi pupuk bensin subsidi listrik,Negatif
subsidi barang impor industri berdikari kaki komsumtif negara pikir rasional rakyat mandiri produk kendara nasional,Negatif
subsidi kendara listrik subsidi sembako pupuk listrik rumah tangga manfaat masyarakat kendara listrik,Negatif
teriak mahal,Positif
tolak ngerti paham perintah adakan kendara listrik kendara subsidi pakai kendara listrik beli kendara listrik pakai kendara subsidi gampang komentar kendara listrik miskin beli pikir,Positif
rakyat subsidi lantas sisa subsidi rakyat kendara leasing nyiapin tambang,Negatif
paksa konvensional kompor minyak tanah gas premium hapus pilih paksa rakyat gampang,Negatif
subsidi subsidi pokok miskin,Negatif
pikir kendara listrik pikir pikir kendara bensin kendara listrik pikir,Negatif
perintah subsidi politik nikmat rakyat nikmat rakyat miskin nikmat kaya miskin sombong kasih kaya miskin sesal sombong,Negatif
mending subsidi kendara listrik kendara pribadi tarif listrik subsidi ramai listrik,Netral
motor listrik kelas masak model rombeng,Negatif
subsidi kendara listrik subsidi solar subsidi tani pupuk padi,Negatif
subsidi semat program konvensional kendara listrik subsidi kendara listrik mangkas tarif pajak beli kendara subsidi beli subsidi kendara listrik stimulus beli produsen pasar produk pergi green kendara green mobil salah tarif pajak kendara listrik kendara tarif pajak subsidi,Netral
subsidi kendara listrik mending layak,Negatif
triliun subsidi industri kendara motor listrik nasional serap tenaga,Positif
rakyat,Negatif
beli motor listrik pajak murah listrik murah motor gampang nyaman perintah subsidi kendara listrik segar polusi,Positif
logika beli barang mahal subsidi,Negatif
pimpin adil kuda sudut pimpin sudut kait adil,Netral
subsidi kendara listrik paksa perintah,Negatif
subsidi kalang mending gratisin obat manfaat,Negatif
mafia kuasa kutuk,Negatif
model subsidi bentuk ngada mentang mentang,Negatif
populer presiden pikir,Positif
subsidi kendara listrik subsidi kendara listrik salah toba singkat kelas kenal percaya tajir limpah rakyat kartu pintar kartu minerba omnibus law proyek kaya kroni,Negatif
pln over suplai polusi pusat pltu kendara listrik polusi,Netral
kendara listrik subsidi motor listrik subsidi motor listrik masyarakat,Netral
subsidi kursi listrik,Negatif
beli kendara kasih subsidi gila susah perintah kasih subsidi rakyat marah,Negatif
kakak beli kendara listrik,Negatif
sub subsidi kendara listrik manggunakan listrik pltu pllta pltp subsidi,Positif
subsidi kendara listrik akal akal,Negatif
kendara listrik tenaga listrik menggukan batu polusi monggo pikir kerit akal sehat,Negatif
pln benerin produksi polusi,Negatif
kendara listrik subsidi jual beli,Negatif
pakai beli kendara listrik,Negatif
subsidi motor listrik kendara listrik kaum subsidi sasar,Negatif
subsidi kendara listrik subsidi mikir subsidi pertalite sepeda motor beli pertalite,Netral
perintah rakyat tarik kendara listrik subsidi bentuk bentuk pajak,Positif
jawab beli kendara listrik sisa beli minum pertalite,Negatif
pakai transformasi kaki ngambil subsidi,Negatif
subsidi,Positif
subsidi kendara listrik tesla jual kendara premium jual kendara murah scale green energi sistem sayang ngerti zaman subsidi kuliah jurus pintar misi,Positif
monolak kendara motor listrik tolak triliun subsidi,Netral
selamat proyek gila listrik produsen listrik serah swasta pln tampung salur total produk listrik kontrak serap industrialisasi produk skema electric vehicle subsidi kendara listrik tanggung masyarakat pasang nikmat subsidi masyarakat gila rencana matang,Negatif
strategi perintah kasih subsidi kendara listrik negara pabrik kendara listrik kompetitif lapang negara pabrik subsidi kendara listrik pancing pabrik ratus lapang saing subsidi pabrik lapang masyarakat,Positif
beli gara subsidi macet pln produk listrik polusi pln,Negatif
kendara listrik subsidi pokok sehat protes perintah subsidi kendara listrik perintah subsidi pabrikan kendara listrik pikir pikir perintah pintar perintah,Positif
kendara macet,Negatif
produk negara,Positif
layak subsidi kendara motor listrik layak subsidi pupuk solar tani nelayan,Negatif
kendara pribadi listrik niat peduli lingkung peduli madam listrik madam jantan telor,Netral
subsidi kendara listrik emisi karbon subsidi pupuk sulit tani mafia mafia berantas subsidi pupuk tani pupuk sulit tani selesai,Positif
subsidi listrik subsidi rakyat mersakan,Positif
subsidi beli kendara listrik kalang jual kendara listrik info lingkung subsidi muter situ ramai menteri jenggot belok kendara listrik subsidi,Negatif
pln stok fosil batu pasang rumah wajib kartel batu kendara listrik keras stok listrik jual kartel batu main kendara listrik kendara listrik normal mahal masyarakat kartel ngebet nyuruh perintah kasih subsidi pakai apbn subsidi kendara listrik nikmat kartel tambang konsumen,Negatif
masyarakat paham perintah subsidi kendara listrik rakyat nikmat subsidi,Netral
tani kendara listrik mending subsidi tani solar pertalet kebun gas makan,Negatif
kakak ilmu subsidi kendara listrik beli subsidi minyak pakai minyak keliling,Positif
pakai kendara listrik keliling,Negatif
sasar oligarki,Negatif
kendara listrik tolak rakyat tolak mending subsidi listrik,Negatif
subsidi kendara listrik rakyat kendara perintah kendara fosil ganti kendara listrik polusi emisi akibat kendara fosil tolak,Positif
tolak sumbu pendek berfikirnya pikir jangka,Positif
kendara listrik subsidi subsidi pupuk subsidi,Positif
kendara listrik subsidi sinyalir proyek gelintir kuasa rakyat beli kendara listrik makan sulit mikir rakyat pajak kasih solusi kontra rakyat omnibuslaw makmur rakyat,Negatif
kendara listrik takut beli subsidi kendara listrik kepala listrik kendara listrik maintain cepat rusak beli kendara gampang telapak tangan masyarakat pakai kendara bensin rubah listrik rubah habbit kendara bensin mogok bensin beli galon kendara listrik,Netral
kendara listrik layak beli subsidi kendara listrik subsidi pertalite,Negatif
beli pakai kendara subsidi perintah kendara listrik kendara subsidi,Netral
subsidi kendara listrik spbu jual fosil batas,Netral
wowok pribadi konsumsi nasi makan sayur lauk kendara listrik makan saran nyoba nyarankan saran sungguh nalar saran makan nasi,Negatif
makan nasi ganti makan kendara listrik lapar,Negatif
kendara pribadi mikir mikir,Negatif
kendara listrik kroni rugi subsidi rakyat rugi,Negatif
kendara listrik,Negatif
subsidi sasar,Negatif
mering pertalite kebaya rakyat rendah,Negatif
beli kendara subsidi perintah transportasi kualitas raya subsidi pupuk,Netral
subsidi motor listrik masyarakat kendara listrik layak subsidi beli,Negatif
kendara listrik bersih,Negatif
adil makmur belantara kuasa,Negatif
mahluk,Negatif
subsidi beli kendara rakyat miskin subsidi,Negatif
motor listrik subsidi ghoib barang subsidi kendara pribadi impor mudah khilaf nyalurkan subsidi motor listrik motor kendara gerak rakyat barang motor listrik pribadi realita subsidi pajak mati,Negatif
kualitas kendara,Negatif
ngatain haram kendara listrik,Negatif
motor listrik tari gas kalah geter menang suara mol,Negatif
mayoritas tolak subsidi mobil listrik subsidi nanggung mahal warganet tolak sanggup beli kendara listrik walaupum subsidi,Negatif
rakyat,Negatif
subsidi kendara listrik miskin beli motor listrik,Negatif
beli motor murah beli motor listrik motor listrik segitu kuat nanjak,Negatif
motor listrik konsumsi listrik jarak tempuh pajak murah pom bensin perintah,Positif
kendara sasar,Positif
kritik subsidi kendara listrik pikir rakyat,Negatif
produk tip akibat mahal rangsang kendara listrik nickle kembang baterai kendara listrik ketimbang sekjen proyek,Positif
pikir jangka,Positif
pikir sumbu pendek,Negatif
benah kelola limbah limbah baterai kendara motor listrik lestari lingkung,Netral
tani rugi,Negatif
kereta listrik rakyat,Positif
subsidi subsidi kendara listrik,Negatif
akal produsen mobil rakyat,Negatif
program subsidi salah,Negatif
green energi pln stabil pikir infrastruktur spklu most perata,Netral
subsidi kendara listrik gampang ngisi kendara listrik nambah tarik masyarakat tarik ganti kendara listrik kendara listrik bentuk percaya pasar kendara listrik pabrikan kendara pabrik program perintah nikel,Positif
konoha subsidi kasih kelompok,Negatif
subsidi kendara listrik sasar masyarakat produsen kendara nikmatin subsidi masyarakat kalang enggan beli motor listrik jarak tempuh rasional motor,Negatif
ngomong perintah ketar subsidi listrik solar panel masyarakat produk listrik kendara listrik,Netral
viral pidato kritik subsidi kendara listrik regulasi kendara listrik,Negatif
